lit_id,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type,site_names,longitude,latitude
L0386,Economic and Environmental Principles and Guidelines for Water Related Land Resources Implementation Studies,1983,Water Resource Council,https://planning.erdc.dren.mil/toolbox/library/Guidance/Principles_Guidelines.pdf,Government Report,"Planning,Design,Reporting","Ecological,Public Participation",Not Applicable,"Economics,Watershed planning",Not Applicable,Not Applicable,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,USA,Land Management,"Urban,forestry,Wetlands,Agriculture",Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0387,Transport Relationships between Bedload Traps and a 3-inch Helley-Smith Sampler in Coarse Gravel-Bed Streams and Development of Adjustment Functions,2009,"Bunte, K, Abt, SR",https://water.usgs.gov/fisp/docs/091221_Bunte_and_Abt_Trap_HS_comparison_and_adjustment_functions_final.pdf,Government Report,"Planning,Design,Reporting,Analysis","Sediment,Hydraulics","Hydraulic Equations,Regression",Not Applicable,"Gravel,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Northern Rocky Mountains, USA","Sediment Release,Deposition Control",Forestry,Mountain torrents,,5.6843418860808e-14,5.6843418860808e-14
L0388,Discharge of Sands and Mean Velocity Relationships in Sand,1964,"Colby, B.R",https://doi.org/10.3133/pp462A,Government Report,Analysis,Sediment,"Regression,Sediment Transport Modeling",Not Applicable,"Suspended,Sand","Suspended , Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0389,$Analysis and use of reservoir sedimentation data,1948,"Churchill, M.A",https://acwi.gov/sos/pubs/1stFISC/1Fisc-3.pdf,,,,,,,,,,,,,,,Not Applicable,,,,5.6843418860808e-14,5.6843418860808e-14
L0390,"Alluvial Sediments, In Sedimentary Environments and Facies",1978,"Collinson, J.D",https://doi.org/10.1017/S0016756800044113,Book,Analysis,Not Applicable,Not Applicable,Not Applicable,"Gravel,Sand,Bedload , Silt,Clay","Suspended , Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Fans , braided river , meandering ,deltas",,5.6843418860808e-14,5.6843418860808e-14
L0391,$Physical geomorphology of debris flows.,1984,"Costa, J.E.",https://link.springer.com/chapter/10.1007%2F978-3-642-69759-3_9,,,,,,,,,,,,,,,Not Applicable,,,,5.6843418860808e-14,5.6843418860808e-14
L0392,"Suspended Sediment Samplers and Sampling Methods, Chapter 5.3 in Sedimentation Engineering, Processes, Measurements, Modeling, and Practice. ASCE Manuals and Reports on Engineering Practice No. 110",2008,"Gray, J., D. Glysson, and T. Edwards",https://doi.org/10.1061/9780784408148.ch05,,Methods,Not Applicable,Regression,Not Applicable,"Sand , Suspended,bedloa",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0393,Forest roads: A synthesis of scientific information,2001,"Gucinski, H, Furniss, MJ, Ziemer, RR, Brookes, MH",https://www.fs.usda.gov/research/treesearch/7769,Government Report,"Planning,Operations,Maintenance,Analysis","Water Quality,Sediment,Ecological,Public Participation,Hydraulics",Not Applicable,"Economics,Watershed planning,Maintenance,Operations",Woody particles,"Suspended,Debris,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,"Debris flow,wildfire,landslide",Northwest USA,Land Management,forestry,Mountain torrents,,5.6843418860808e-14,5.6843418860808e-14
L0394,Laboratory Theory and Methods for Sediment Analysis,1969,"Guy, HP",https://doi.org/10.3133/twri05C1,Government Report,"Reporting,Analysis",Sediment,Not Applicable,Not Applicable,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0395,Surface erodibility of earthen channels at high stresses. Part II-developing an in-situ testing device,1990,"Hanson, GJ",https://doi.org/10.13031/2013.31306,Journal Article,"Design,Analysis","Sediment,Hydraulics",Regression,Not Applicable,Not Applicable,"Headcut,Emergency Spillway,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0396,Development of a jet index to characterize erosion resistance of soils in earthen spillways,1991,"Hanson, GJ",https://doi.org/10.13031/2013.31831,Journal Article,"Design,Analysis","Sediment,Hydraulics",Regression,Operations,Cohesive,"Headcut,Emergency Spillway,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0397,Development of excess shear stress parameters for circular jet testing,1997,"Hanson, GJ, Cook, KR",https://www.bae.ksu.edu/watershed/other/jetworkshop/Hanson%20and%20Cook%201997.pdf,Conference Paper,"Design,Analysis","Sediment,Hydraulics",Not Applicable,Operations,Not Applicable,"Headcut,Emergency Spillway,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0398,Debris flow modeling: A review,1996,"Hutter, K, Svendsen, B, Rickenmann, D",https://doi.org/10.1007/BF01175749,Journal Article,Analysis,"Sediment,Hydraulics",Sediment Transport Modeling,Flood risk,Not Applicable,Debris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Debris flow,Not Applicable,"Sediment release,Deposition control",Not Applicable,"Mountain torrents,Alluvial fans",,5.6843418860808e-14,5.6843418860808e-14
L0399,"Quality assurance plan for the collection and processing of sediment data by the U.S. Geological Survey, Water Resources Division",1993,"Knott, JM, Glysson, GD, Malo, BA, Schroeder, LJ",https://doi.org/10.3133/ofr92499,Government Report,Reporting,Sediment,Laboratory analysis,Not Applicable,"Gravel,Sand,Rock,Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0400,Bed-Surface Size Changes in Gravel-Bed Channel,1989,"Kuhnle, RA",https://doi.org/10.1061/(ASCE)0733-9429(1989)115:6(731),Journal Article,Analysis,Sediment,"Laboratory analysis,Regression",Not Applicable,"Gravel,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment release,Deposition control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0401,The accuracy of hydrometer analysis for fine-grained particles,2000,"Lu, N, Ristow, G, Likos, W",https://doi.org/10.1520/GTJ11069J,Journal Article,"Reporting,Analysis",Sediment,Laboratory analysis,Not Applicable,"Suspended,Clay",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0402,Physical properties and mechanics of hyperconcentrated sediment flows,1985,"O'Brien, JS, Julien, PY",https://www.engr.colostate.edu/~pierre/ce_old/Projects/Paperspdf/O%27Brien-Julien%20UtahPDF.pdf,Conference Paper,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Regression",Flood risk,"Suspended,Gravel,Sand,Silt","Suspended,Debris",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Debris flow,"Colorado,Utah",Deposition control,Not Applicable,Mountain torrents,,5.6843418860808e-14,5.6843418860808e-14
L0403,Sediment Transport Technology: Water and Sediment Dynamics,1992,"Simons, DB, Sentürk, F",https://www.wrpllc.com/books/stt.html,Book,"Planning,Design,Operations,Maintenance,Reporting,Analysis","Bathymetry,Sediment,Public Participation,Hydraulics","Hydraulic Equations,Hydraulic Modeling,Laboratory Analysis,Sediment Transport Modeling,Regression","Flood risk,economics,watershed planning,Maintenance,Operations","Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought,Adaptive MaNot Applicablegement",Not Applicable,Not Applicable,"Sediment release,Deposition control",Not Applicable,"Mountain torrents,Alluvial fans,Meandering rivers,Modified streams,Regulated rivers,Deltas,Cohesive channels",,5.6843418860808e-14,5.6843418860808e-14
L0404,Separation of bedload and suspended load with modified high shear stress flume,2001,"Roberts, J, Jepsen, R",https://doi.org/10.2172/789249,Government Report,Analysis,"Sediment,Hydraulics",Laboratory Analysis,Not Applicable,"Cohesive,Suspended,Bedload,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Cohesive channels,,5.6843418860808e-14,5.6843418860808e-14
L0405,Effects of suspended sediment on aquatic organisms. A literature review and database effort,2025,"Krupa, PM, Kennedy, AJ, McQueen, AD, Wilkens, JL",https://erdc-library.erdc.dren.mil/bitstreams/f862fe2e-b28e-4fc9-8cda-11147f3ed848/download,ERDC TN,Analysis,"Water Quality,Sediment,Ecological",Not Applicable,Not Applicable,Suspended,"Suspended,Dredging",Not Applicable,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0406,"Next-generation water quality monitoring during dredging operations. Knowns, unknowns and path forward",2024,"Kennedy, AJ, Schultz, MT, Krupa, PM, Moore, D, Melby, N, McQueen, AD, Wilkens, JL, Bonine, N, Davis, RD",https://erdc-library.erdc.dren.mil/items/e3cf6c17-ce41-4bf3-aadf-497811025d31,ERDC TR,"Operations,Analysis","Water Quality,Sediment",Regression,Not Applicable,Suspended,"Suspended,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0407,International Water Power Dam Construction,2011,"Annandale, GW",https://www.waterpowermagazine.com/analysis/going-full-circle/,Journal Article,Planning,Not Applicable,Not Applicable,"Watershed planning,Maintenance,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment release,Land Management,Silt dams",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0408,Quenching the Thirst: Sustainable Water Supply and Climate Change,2013,"Annandale, GW",https://www.hydropower.org/sediment-management-resources/publication-quenching-the-thirst-sustainable-water-supply-and-climate-change,Book,Planning,Not Applicable,Not Applicable,"Economics,Watershed Planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought,Adaptive MaNot Applicablegement",Not Applicable,Not Applicable,"Sediment release,Land Management,Flood diversion,Silt dams,Deposition control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0409,Erosion rates of cohesive soils,1978,"Ariathurai, CR, Arulanandan, K",https://doi.org/10.1061/JYCEAJ.0004937,Journal Article,Analysis,"Sediment,Hydraulics,Erosion",Laboratory Analysis,Not Applicable,Cohesive,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0410,A manifesto for the equifinality thesis,2006,"Beven, K",https://www.sciencedirect.com/science/article/pii/S002216940500332X,Journal Article,Analysis,Not Applicable,Hydraulic Modeling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0411,"Prophecy, reality and uncertainty in distributed hydrological modeling, Advances in Water Resources",1993,"Beven, K",https://www.sciencedirect.com/science/article/pii/030917089390028E,Journal Article,Analysis,Not Applicable,Hydraulic Modeling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0412,Hyperconcentrations of suspended sediment,1964,"Beverage, JP, Culbertson, JK",https://ascelibrary.org/doi/abs/10.1061/JYCEAJ.0001128,Journal Article,Analysis,Sediment,Not Applicable,Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Semiarid southwestern US,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0413,"Watershed Sediment Yield (Chapter 17 in Sedimentation Engineering, Processes, Measurements, Modeling, and Practice. ASCE Manuals and Reports on Engineering Practice)",2008,"Borah, DK, Krug, EC, Yoder, D",https://ascelibrary.org/doi/epdf/10.1061/9780784408148,Book,Design,Not Applicable,"Hydraulic Equations,Hydraulic Modeling,Sediment Transport Modeling",,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0414,"Calculations of Suspended Load Discharge from Velocity, and Concentration Parameters",1963,"Brooks, NH",https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/10017/,Conference Paper,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling",Not Applicable,"Sand,Suspended",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0415,A simple Approach to Distinguish Land-use and Climate-change Effects on Watershed Hydrology,2009,"Tomer, MD, Schilling, KE",https://doi.org/10.1016/j.jhydrol.2009.07.029,Journal Article,Analysis,"Hydraulics,Land Use",Hydraulic Equations,Watershed Planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Midwest,Agricultural",Not Applicable,Agriculture,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0416,Transfer Function for the Deposition of Poorly Sorted Gravel in Response to Streambed Aggradation,1996,"Toro-Escobar, CE, Parker, G, Paola, C",https://doi.org/10.1080/00221689609498763,Journal Article,Analysis,Sediment,"Laboratory Analysis,Sediment Transport Modeling",Not Applicable,"Gravel,Sand",Bedload,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0417,Contribution of stream channel erosion to sediment yield from an urbanizing watershed,1997,"Trimble, SW",https://doi.org/10.1126/science.278.5342.1442,Journal Article,Analysis,Bathymetry,Not Applicable,Not Applicable,Not Applicable,Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Urban,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0418,Flow Control to Manage River Ice,1999,"Tuthill, AM",https://apps.dtic.mil/sti/pdfs/ADA366402.pdf,ERDC TN,Operations,Ice,Hydraulic Modeling,Operations,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Flood,Structure failure,Adaptive MaNot Applicablegement",Ice,"Northern, ice-affected rivers",Not Applicable,Not Applicable,Regulated rivers,,5.6843418860808e-14,5.6843418860808e-14
L0419,Ice Engineering: Methods to Evaluate Potential for Ice Impacts on Sediment Stability,2005,"Tuthill, AM, White, KD",http://hdl.handle.net/11681/2598,ERDC TN,Planning,Ice,Not Applicable,Not Applicable,Not Applicable,"Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,ContamiNot Applicableted Sediment Transport",Ice,ice-affected rivers,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0420,Probability Distributions for Peak Stages on Rivers Affected by Ice Jams,1996,"Tuthill, AM, Wuebben, JL, Daly, SF, White, KD",https://doi.org/10.1061/(ASCE)0887-381X(1996)10:1(36),Journal Article,"Planning,Analysis","Bathymetry,Hydraulics,Ice","Hydraulic Equations,Hydraulic Modeling,Frequency Analysis",Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Ice,ice-affected rivers,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
